Time (ns),PBRM,CC156,INH-messinger,8,9,10,11,18,19,27,28,29,33,34,35,36
0,-123.741772,-32.583826,-73.23438,-59.092511,-54.418149,-85.713765,-73.969544,-75.159286,-63.417694,-55.52926,-94.754418,-51.954059,-83.634943,-83.403352,-66.913786,-67.755066
0.1,-41.952387,-5.630123,-77.007234,-43.150733,-111.480594,-74.560352,-88.805708,-67.267745,-46.694386,-97.095662,-70.15367,-96.177663,-114.427464,-32.27456,-98.897722,-86.010125
0.2,-87.512718,-56.509638,-44.469774,-56.201089,-63.830925,-91.905777,-118.179764,-133.126107,-67.313155,-6.719246,-11.996844,-88.908,-128.533005,-26.618386,-149.77413,-121.083375
0.3,-126.469718,-28.56528,-94.524739,-50.363036,-79.859221,-135.701571,-93.158854,-37.292843,-61.295135,-133.749897,-41.957645,-35.262299,-80.728225,-80.109932,-64.480766,-68.84873
0.4,-92.835248,-45.927913,-85.304597,-99.646031,-92.186841,-87.397759,-55.286675,-78.398931,-15.708992,-70.73922,-73.05035,-76.500554,-77.100444,-17.496473,-86.408299,-135.409752
0.5,-61.676818,-62.681574,-56.347835,-49.374771,-67.468505,-87.091361,-112.70045,-65.863859,-47.000306,-55.778776,-95.733123,-116.035217,-137.056462,-95.18414,-51.363012,-95.223575
0.6,-16.846632,-11.282951,-89.782979,-17.266555,-14.775458,-43.370374,-92.118726,-37.456797,-37.955112,-90.482532,-128.537546,-116.721864,-55.155703,10.683778,-64.092391,-100.657001
0.7,-67.795935,-90.511212,-81.555643,-59.3437,-76.9102,-109.638621,-100.050419,-107.55956,-70.946911,-78.257682,-120.78582,-116.317954,-93.33428,-108.95771,-92.209546,-96.580139
0.8,-78.240952,-49.32004,-62.566854,-83.854345,-51.863717,-140.532239,-79.127164,-69.61592,-53.922941,-88.59969,-90.633819,-69.875952,-52.076188,-66.846149,-41.639536,-97.574379
0.9,-65.754636,-60.969139,-75.205891,-23.593363,-86.860965,-96.54405,-75.127738,-63.520942,-53.352209,-66.871244,-63.171285,-79.610183,-79.525577,-70.591279,-7.742644,-57.354503
1,-73.281463,-59.103744,-114.965692,-99.358992,-51.411529,-73.030991,-64.4583,-116.602842,-94.549834,-62.585735,-45.473813,-58.043779,-117.955104,3.443751,-81.800379,-53.505408
1.1,-40.537746,13.434668,-74.954702,-75.523283,-80.285597,-88.690988,-106.689839,-149.349666,-41.359428,-113.400242,-66.569387,-102.690891,-50.0705,-103.451389,-74.385882,-108.713452
1.2,-56.08135,-52.354384,-42.711212,-50.157257,-65.051737,-9.918739,-93.362243,-102.924394,-46.762262,-115.13825,-43.105084,-70.302567,-167.537566,-17.273008,-91.265974,-50.393628
1.3,-50.592237,-15.308428,-68.746916,-28.364042,-76.80265,-93.259473,-120.228472,-90.581,-112.576648,-104.302946,-79.697179,-50.274606,-40.315476,-64.665274,-60.752605,-94.73721
1.4,-61.829778,-93.273574,-30.011469,-59.59226,-56.931473,-79.562861,-53.594077,-41.233714,-48.752654,-72.511883,-138.7634,-72.536978,-86.193916,-66.012039,-121.953574,-114.774253
1.5,-68.647731,-69.355649,-89.025349,-30.511457,-94.083784,-93.999895,-97.266308,-100.882617,-97.864764,-133.807974,-51.339829,-123.272615,-109.930679,-94.034072,-107.403493,-83.497996
1.6,-67.716348,-65.763001,-50.887402,-80.184022,-59.986371,-132.737254,-56.95131,-73.045809,-27.198439,-44.890892,-71.835513,-31.065698,-36.920959,-39.620464,-80.393864,-76.365519
1.7,-60.834582,-56.01204,-63.955683,-64.488414,-52.684204,-118.036364,-95.257513,-69.289924,-94.277613,-110.928743,-122.974343,-24.934392,-108.675929,-128.949821,-54.555813,-66.399936
1.8,-81.990384,-28.140577,-41.250683,-161.925607,-92.079291,-130.344864,-86.499119,-45.767066,-91.952382,-104.275461,-66.814601,-55.848564,-98.703176,-96.449406,-92.740604,-38.919477
1.9,-44.559877,-48.186702,-76.707767,-69.103026,-35.030708,-75.314636,-65.265403,-45.746034,-46.716135,-109.338676,-79.918493,-56.624119,-65.568455,-86.943898,-74.678179,-92.556574
2,-31.018137,-59.051164,-84.990551,-78.274412,-93.725762,-77.807645,-105.834936,-54.59238,-79.746652,-109.935698,-112.358919,-99.652962,-86.118153,-47.995741,-94.874396,-114.438458
2.1,-53.719552,-80.426607,-86.253905,-82.702843,-31.143851,-91.12114,-106.941745,-45.891107,-30.623548,-42.303956,-133.25684,-99.824325,-90.272212,-127.949367,-64.557963,-72.166289
2.2,-85.787377,-46.8201,-75.849996,-83.660038,-32.851745,-75.309139,-66.449409,-122.351509,-53.420563,-112.909336,-68.786829,-52.883769,-110.864452,-94.011367,-54.34143,-69.434041
2.3,-91.862996,-23.183956,-102.201897,-69.553541,-111.944254,-104.656905,-107.184808,-39.014121,-69.874757,-85.21067,-73.64307,-89.693832,-65.005849,-137.07606,-93.539103,-89.130031
2.4,-55.329456,-75.649953,-41.255224,-7.77706,-42.853895,-84.817515,-75.254647,-43.159337,-51.626629,-105.02855,-127.089684,-65.05819,-91.978911,-151.743729,-152.894992,-82.915792
2.5,-129.899846,-61.861565,-77.767971,-60.824305,-79.299005,-100.669668,-58.319824,-44.97502,-25.055087,-134.318956,-113.389726,-124.689646,-96.733816,-67.833458,-75.415733,-98.858526
2.6,-33.010919,-67.248864,-9.030615,-53.319705,-91.867059,-77.210623,-48.969427,-97.360235,-46.347597,-74.633247,-115.95324,-72.693762,-176.75723,-64.578517,-59.360669,-93.921025
2.7,-74.381341,-57.359761,-83.455215,-67.263204,-39.760279,-78.058117,-66.959435,-46.139667,-124.72215,-123.306553,-105.944159,-67.360477,-79.776049,-66.441044,-81.712905,-86.571297
