4a Site1,4a Site2,4b Site1,4b Site2,4b Site3,4e Site1,4e Site2,4a Site3,4g Site1,4g Site2,4g Site3,5g Site2,5g Site3
-82.324506,-4.338567,-68.35161,-64.690847,-85.133712,-6.481441,-21.78724,-34.973826,-158.990209,-30.290621,32.303001,-39.091796,-18.925215
-32.470779,25.856215,44.600746,154.791935,-47.175254,-41.237299,2.674649,-26.540711,-44.092871,55.982643,22.389998,-5.41335,-57.769646
23.3025,-42.349605,-44.483397,86.027572,-63.959507,-70.361839,-71.144325,-11.708371,-72.590514,23.493939,-48.882909,16.779234,-15.75727
-71.235623,-10.965559,-20.0521,30.897203,-65.144708,22.459786,-43.362965,-84.24272,52.177285,13.36249,-25.725004,26.990509,-37.616927
-85.424814,-21.93064,-4.787409,20.217966,-43.931546,-3.183002,-32.006641,-53.992968,-39.615445,-107.001017,10.581008,41.669172,-5.696804
-31.455746,13.491311,-101.368504,55.424817,-113.674375,-36.25391,4.181305,-13.706172,-79.207707,-22.608922,-7.985707,39.838432,-50.609684
-4.940608,-16.566046,-28.054537,-22.928704,-0.118544,-34.868666,-12.941133,-4.029062,22.717667,-37.280415,-70.222741,31.947847,17.621709
-6.068688,-30.77125,-10.922061,-13.962619,-22.309933,28.838218,-99.40249,-7.422862,-12.669868,-31.070239,-32.872538,89.594886,30.61351
-37.672375,-55.869596,-57.039023,37.968018,-63.402637,-58.123366,9.699098,-54.885633,-135.968056,13.235342,-11.944981,56.301708,-47.463249
-56.13154,-23.011876,-98.141526,42.208117,-31.107762,68.206298,-12.504719,18.99572,-97.217552,38.382922,-83.755638,33.257089,-32.571876
-63.353642,-41.241123,-62.106062,50.34057,7.739537,53.950904,-23.806312,-45.366263,-55.471661,-39.931642,3.038885,-14.305106,-9.681173
-42.509018,28.900597,-51.529595,-13.516406,13.503022,-18.743575,-13.33381,12.472215,-46.656863,-5.307712,-6.84735,17.613344,42.458111
-53.724571,-35.602157,-17.27014,27.006761,-133.194222,2.121364,-42.09268,20.493772,-114.647583,-1.558758,-5.856695,-16.039051,19.842497
-64.748446,10.463659,66.48024,48.075806,19.207474,11.359192,3.546999,-31.296094,-71.206704,21.463395,-41.689726,-27.802631,-26.154965
-89.831018,-36.690563,-57.117176,15.731936,-31.531987,-64.219539,-2.674888,-50.619005,-73.903102,-10.873305,-9.496187,-2.37805,-52.020979
-55.58423,-25.424581,-34.656195,-33.979586,-121.793444,-51.873994,-1.591262,-31.220331,-76.848538,-11.699289,-63.52381,-16.635117,-4.362467
-117.583937,-87.251491,16.421451,26.59831,-33.06087,-46.783055,-20.881908,61.360143,-30.925644,63.886134,-57.163781,46.547162,66.129149
-38.206779,-47.705117,-65.744359,-48.694816,-83.663145,-83.546513,-103.328543,87.366689,-57.779684,-16.202049,-84.861252,37.642739,4.867952
-70.875689,0.805669,-64.789315,-47.26703,10.346549,19.029897,25.124636,-13.053463,-141.736082,-10.260509,-81.817348,48.080108,-33.561336
-19.028941,-95.177448,-38.671873,17.092802,-24.625843,-16.388947,-27.363588,-40.671108,-138.274406,-54.215477,-21.112782,52.53459,57.821031
-72.824973,-58.548547,-101.224865,-8.771778,-6.502712,-13.735091,25.838768,-19.111874,-148.135785,-16.627469,-70.479188,62.383063,0.115437
-47.391071,5.674816,-1.931598,-16.15879,-101.930393,21.318322,32.426086,-25.347623,-2.771922,18.866421,-67.265116,-32.287227,-5.153318
-61.572614,-19.875718,-63.304647,44.952554,-83.867251,-99.084142,-36.322025,-33.960466,-42.83836,-9.164694,-19.566213,23.898327,-46.473072
-50.842948,-64.371304,-54.366286,-11.099399,-22.824261,97.506025,23.219089,-25.881788,-48.685734,6.74697,-4.845486,2.470065,8.978991
-67.208712,-86.112417,-60.160363,-1.198585,-59.009339,29.930926,49.510762,51.804923,-30.394825,-10.097989,-69.006709,-49.058574,31.861568
-102.798919,-41.103698,-91.057088,-2.343634,60.627608,-66.49458,-70.768378,-47.048823,-90.387649,-25.920267,71.067606,-22.259743,29.525343
-49.877388,-22.51141,-24.689895,38.965604,-95.907593,-8.727802,54.153815,-17.866684,-76.982139,-99.132659,-25.835422,56.445586,-35.890869
-166.600447,-129.749037,-74.334975,5.195143,-91.705973,14.813459,18.645585,-37.011062,-84.99557,73.595509,38.475176,11.238019,-0.593198
-103.297473,27.633897,-16.773976,37.728062,28.083934,-57.511287,-43.234144,19.885517,-34.930089,-49.781788,-71.061392,-29.427353,-17.197723
1.539638,-73.948273,-56.161415,13.305847,-12.107501,-45.939146,-5.538108,-2.050142,-8.011041,1.468416,-7.003417,-11.289643,10.33675
42.762358,-31.008099,-70.921577,0.017686,-93.726001,1.741115,-36.079201,-11.400778,-48.318869,-37.276113,-66.17432,86.377229,-33.592884
-53.228646,-23.889962,-44.668144,-17.777537,-64.18823,41.19882,-19.163498,-15.044094,-77.692447,-20.882386,63.52381,57.542596,-86.173601
-57.17119,-11.832651,-58.391763,-5.844984,-19.672807,-93.715724,-2.345546,-67.31674,-48.45486,-92.778605,-14.362466,46.353811,-25.808893
2.46887,43.885419,-105.503204,-1.019813,-61.639534,103.322807,7.957505,2.191391,-31.812095,-17.611193,-88.897484,19.290646,-28.287323
83.332847,-124.743899,-13.823999,30.460789,-54.019019,-43.135198,36.69606,65.376299,-83.855062,1.091991,13.454027,-64.49176,11.319279
-25.745558,-58.83941,-13.467889,-11.623526,-38.493818,75.427922,-68.109981,-5.00466,-176.922379,-140.647915,-99.026304,33.712145,-34.142106
-23.104847,-68.450795,-77.246473,20.331252,-46.806238,14.895436,-108.201992,-69.793736,-92.623016,2.395975,-15.312969,5.719987,-1.924906
-50.062852,5.797423,-49.05714,-58.224224,2.114433,27.702251,-93.978863,-6.717095,-76.663074,3.185392,-96.014665,92.459062,-19.076741
-134.121542,10.290145,-80.218438,59.1764,-66.9917,-14.82039,68.131013,-37.729974,-79.717494,66.299556,42.75471,-11.937811,-26.610499
-15.066799,2.623742,-27.118852,58.262225,-38.903703,48.506723,-13.68514,56.55696,-12.372313,-39.352306,18.532299,28.554525,-7.810998
-12.56662,-39.285386,7.724002,65.199917,-19.539684,-50.615898,-22.641904,-18.285651,-234.354796,-20.299704,21.988717,-31.270282,74.770194
4.535025,-34.325897,-33.380891,48.428809,-53.191601,20.684972,7.313161,-36.830139,-75.417167,1.258096,-53.315403,-34.040053,-34.771632
-63.212632,-29.03372,2.255204,-74.430575,37.35092,-49.984221,1.654119,-38.102097,-46.882001,-17.448912,-28.386986,40.990173,28.702466
27.28424,-18.234027,9.426399,-51.53796,-54.84094,-9.820749,-37.48476,-14.010419,-78.170925,-93.156703,-50.416333,48.39511,-22.805141
-12.463611,-26.073227,-40.905089,-77.999323,63.861756,-56.929083,21.347719,-12.973637,-51.444272,-1.235152,-16.690326,10.072177,-50.329098
-47.469224,4.957816,-68.184071,-95.681021,-44.489133,-46.15329,-81.985604,-43.38328,87.492403,-109.288964,-83.784079,-9.779641,-13.069954
7.561721,27.243849,63.280747,-34.985059,17.417842,19.86329,-1.920365,-2.295356,-18.250279,-26.6724,3.566119,-7.463253,45.891824
-32.762359,9.393417,-12.37064,-22.221025,-68.584635,28.233548,37.379122,-113.802718,-16.401614,0.123324,59.893878,-39.925428,-31.420613
-95.842346,-10.213665,-23.061827,38.149897,-6.840658,12.910541,-19.052124,-75.529975,-121.538192,-35.867925,-84.842132,13.702826,-48.017012
-61.704064,-46.999589,-58.776075,-26.310315,-72.11586,12.168924,-71.725095,-0.464616,-41.679449,-29.695989,8.202958,45.523525,-40.996148
-60.706478,-54.291957,-63.806308,11.488491,-51.896699,21.222483,-27.053844,-28.109746,-77.29021,14.200663,-68.784678,31.88738,-46.155919
-78.460354,-37.954156,-44.196358,4.329007,-127.192932,-7.711574,-62.299891,-61.438057,-17.6621,49.835085,-61.215548,69.147241,-42.122794
-18.039959,-94.855515,-83.30584,26.404242,51.605358,0.294209,-2.539614,9.780358,-38.052624,-48.304051,-78.522255,66.650408,23.295808
-143.193504,-57.571993,-64.690369,8.273702,-104.333538,-6.762505,49.6403,-37.02588,44.780474,-23.577111,-41.054225,0.134318,-18.644868
-19.101119,1.411534,-95.014211,-54.1096,-52.995143,-34.832099,-40.966273,-21.212445,-26.043352,-88.865219,48.674979,41.546804,4.405487
0.396501,-82.109406,-25.189166,-2.68875,-9.809516,-5.463779,11.07048,-9.310962,-134.716174,-45.53189,-44.350513,84.109836,2.17729
-64.797919,-40.066199,-68.989979,26.751987,-51.381176,-49.11928,-53.447331,-8.362371,32.619676,-90.336981,28.334406,-14.456154,2.769293
-57.734513,-29.951958,-85.6337,-64.151424,-36.542622,-44.000856,-22.276234,0.275089,-102.142864,-23.262587,-81.247572,-13.559665,8.925694
-5.103128,44.952315,-102.637594,-6.112903,-20.721061,-33.983171,-91.43901,-55.217843,-153.863181,-37.138449,-95.776143,51.884988,29.653925
-52.376133,-80.282968,-60.331009,104.083305,-35.692977,50.806142,-83.455215,49.149155,-77.310764,-6.595683,13.880164,-22.524316,85.446563
-108.221829,-3.427977,-44.758247,-48.9233,-43.861041,-71.694981,24.85122,6.604765,-45.820841,55.573953,9.158241,56.646346,-14.180109
33.269756,-33.428213,-33.406464,-39.348243,-29.588439,7.682894,-51.378547,-9.974187,-93.967152,21.964578,-47.557893,26.247936,13.858176
-37.128172,-26.658538,-31.566881,11.992542,-62.264997,21.31163,-4.993905,-72.768808,-121.425862,-52.044401,31.691639,19.166127,-25.994118
-77.730687,9.044716,-83.51138,-25.153316,-68.638649,-0.56643,-46.886064,72.998248,-131.447371,7.71731,-16.907577,-39.535141,27.548574
-22.677037,35.162875,-67.494078,29.247625,-49.411338,-3.231997,-11.608708,17.927151,-187.357358,11.977246,0.211037,23.098633,-46.482632
-112.865121,-72.239423,-67.371232,-0.734208,-11.694987,25.363636,-26.541667,-87.175489,-57.269419,-58.765798,73.465971,14.847158,35.853824
-50.570488,-83.216693,21.405079,-19.108528,-56.786878,-24.297457,-36.095931,-73.601245,-58.777748,12.372791,-11.545373,31.255225,3.377309
36.843523,-25.567742,-1.307091,-30.978702,-45.58686,82.813978,-1.35274,-67.95248,-160.231336,21.103939,-56.330627,5.984082,17.228554
-0.731101,46.094257,-37.082523,-23.837382,-65.515397,34.806765,-30.991608,-59.810945,-81.611091,-20.604429,51.192605,72.439227,76.786637
-25.408807,-57.475437,-32.682055,-17.057908,-12.835017,-11.392652,-33.488919,4.816567,-123.372517,19.847038,-8.158026,44.366765,23.534808
-13.047727,-71.839337,-26.674551,73.70521,-82.438031,-18.722304,-15.998182,43.133047,-186.135829,57.13056,-14.364139,75.609323,23.224586
26.431966,12.642383,-33.475296,-13.446618,-5.541215,-44.520203,33.99297,-25.891109,-192.039607,-3.934657,-28.324368,38.649646,-9.805931
-45.078029,-51.698568,17.583708,-61.168943,-12.490618,-66.515373,-14.771634,-70.331008,-137.075104,-1.470567,-55.915723,-24.487701,-48.535403
-135.807926,-44.464516,-51.085055,-23.642119,0.785115,-57.667354,-6.394923,9.170191,94.70375,22.524077,-17.969215,32.516667,-25.366265
0.021271,10.49449,-109.996165,-35.09954,18.427139,21.042516,-62.966223,43.886136,-76.655187,-94.127521,12.214812,134.748678,50.771726
-70.094876,-72.122552,19.767212,-18.366194,-45.201831,25.566069,1.391219,-9.020338,-121.787947,-92.541517,-53.116077,-32.037472,-24.219065
-11.668697,-42.945671,-23.421283,-5.75751,-68.037564,-17.79116,-17.711334,-106.723538,-27.233572,-34.841659,-19.44026,71.725095,14.3161
-44.514467,-6.470447,-37.667834,31.618505,-162.177752,-153.202585,-18.339187,-65.057473,-8.2694,12.293682,-32.314951,60.127859,-86.48932
52.282445,-43.546517,-93.21239,-48.682866,-60.724642,-72.231058,-7.998374,-51.264305,-92.902885,55.806022,2.774073,7.224014,44.151426
-20.410361,-17.944359,-29.940725,-81.129745,-74.000375,-76.863595,6.415955,8.342295,-115.673371,-61.290833,-33.870602,-6.643483,-55.771367
-115.010863,-58.898682,-60.703132,-76.639174,36.020646,-48.017729,-39.009341,-76.456578,-24.628711,13.831647,-43.082857,16.92837,-47.57295
-45.192032,14.042684,-64.382059,-44.711164,-16.816757,-25.457802,8.471116,-10.173991,-81.778869,85.908072,-41.291074,47.217796,44.763027
-53.616543,-41.17253,-19.695273,-79.664436,-126.518952,-59.643167,26.407827,33.618457,-104.077808,21.704068,-8.730192,38.813122,-44.215
-17.904924,1.687101,3.181329,25.350013,-98.108544,3.403121,-12.214812,7.309576,-101.323811,-32.722924,-69.027741,40.971531,-40.24043
-14.129441,43.389255,-46.1509,-1.27148,-133.717632,-79.35039,-33.566594,57.487626,-105.767777,2.575464,-14.774741,-6.456585,-22.029347
-6.321789,-20.961495,-30.979897,-55.863382,-52.956425,7.199875,-40.986349,72.723159,-84.023796,-28.554525,-68.741897,37.214212,50.498071
-20.554,-86.145399,-61.232995,-26.95681,-70.80375,37.182664,-26.789749,-1.09462,-46.831333,5.894935,-114.70088,-46.156397,26.220929
-78.959625,-58.858052,-34.295305,-8.084414,-22.342437,12.993713,-52.308496,-34.721442,-91.114687,67.923322,-46.319873,59.296139,41.233714
-26.997918,-47.091604,-24.703518,-91.04466,-42.063522,-41.643121,77.318651,-2.845295,20.906047,18.793287,-37.636764,-7.453454,-34.201378
-98.831997,-11.516454,-68.27991,-24.592144,-103.878004,9.95913,24.448744,8.664467,-44.214283,-46.230726,-21.843644,11.952151,5.148538
36.52637,-27.353789,-39.31072,-54.234358,-32.89357,-57.732601,24.524029,-56.004392,-137.988084,40.876887,-15.99388,26.514899,6.392055
34.21285,-145.248426,7.65278,122.838352,-34.668623,4.267823,-57.894165,58.708916,-81.602248,47.479262,-151.963848,-62.79008,5.447049
-48.73688,11.088405,-84.817037,-42.187324,-53.534566,-82.408395,-63.796031,-17.550965,-146.465653,14.420782,-97.784938,-18.999544,-19.371906
-71.668691,-36.177908,-55.649955,4.451853,-105.636566,19.895555,22.98702,-23.263304,9.171386,21.106329,-47.638914,49.298052,-2.493248
-20.614228,-123.482218,-23.568029,-46.561024,-4.240577,-43.986994,-67.944593,-14.507778,-55.595224,30.882624,-22.498504,37.467552,-43.953056
26.356203,-46.550508,-101.354881,63.427732,-89.70387,-13.547954,-16.245786,-25.6447,-79.44599,-54.041485,25.063213,-69.996169,-84.891127
-16.235031,-58.738074,-73.157661,10.192872,-61.87232,-22.923446,-16.281636,-53.365115,-198.065275,-79.957689,78.837496,16.941993,-12.32284
-43.650004,-29.279651,51.96099,-24.006594,27.120525,-22.992995,-7.983317,30.302571,-94.430573,-24.057023,-44.664798,-45.496518,10.785592
-26.786881,30.959104,-54.483396,-50.029392,-95.692015,-35.66119,-33.58428,-43.834751,-45.530934,4.025477,-69.073868,75.957068,-7.666164
-75.853342,-61.466976,-56.024229,-70.458873,-59.455074,-8.724217,-42.179915,-68.523929,-112.217431,15.652349,-91.520987,77.841583,-114.872243
-70.50022,-97.45703,-61.076689,6.62986,-130.749491,24.193014,-0.450515,-46.75557,-239.391004,17.527543,-93.824708,-1.622571,-106.262029
-108.90035,-42.916035,-65.657602,-44.568242,-117.352107,-51.969116,-27.605695,-79.432845,-90.777219,-9.932362,-7.70536,52.690418,-57.036633
7.500059,-23.25709,-89.428542,-81.885463,-97.136292,-3.970029,-48.365474,13.641881,-134.019489,-46.38512,-40.502852,-80.344391,-60.091531
-55.349532,-70.786781,48.352568,-39.464875,-35.219518,45.285242,-40.667523,-107.574856,24.613893,-23.79484,-21.314259,130.167765,-95.609321
-45.934127,-58.166147,-32.180155,-37.290453,-14.314427,42.846008,-54.19564,-9.664682,-125.641822,53.626581,-33.509951,42.39382,-40.503569
-30.89553,-48.798542,-21.671803,0.380488,-42.190192,-17.275159,-44.106733,95.335427,-51.419894,48.442432,-43.379695,-16.40257,-31.716256
-25.654977,-84.980752,-57.601151,-39.536097,-29.493317,-18.217775,-37.964911,-34.040053,-33.393558,30.246167,7.246241,-37.92691,-95.646366
-26.673356,-29.11498,-44.278335,-31.400776,0.861834,-16.23766,-53.754446,-83.590728,-166.320339,-8.266771,-0.098468,-9.778446,20.978225
5.790014,-30.609925,-38.368343,-42.323554,-173.926514,31.975571,58.28015,-2.041777,-78.473499,-33.408137,-50.696919,32.161752,-47.698664
-7.978059,-58.564321,-45.904252,-32.893331,-115.92217,-26.104536,-20.887166,-46.419775,-179.894583,24.63134,-26.87077,-1.955498,-41.73657
19.120956,-67.399673,-54.267818,6.041442,-29.519846,-41.895027,-44.641854,-106.057684,-121.187101,-10.857053,28.786116,61.796318,-64.329001
-85.129649,-49.224679,-67.760563,46.225468,-132.373496,-88.134118,-80.455526,-60.994234,-150.017193,-46.90136,-60.080537,-19.831742,29.98016
-48.391764,-53.150254,-59.497138,-68.548307,-84.818949,-23.429648,48.610449,-112.010218,-68.360692,-0.940226,-69.739961,0.28919,-57.817685
-31.544893,68.821245,-94.135886,-26.197507,-84.074225,-24.776652,30.03274,-17.989052,-90.91799,15.360291,9.549484,103.855538,-33.128507
-25.764439,9.28037,-117.96801,-44.409785,-89.833169,2.67441,-74.452085,-25.089025,-46.367673,6.800745,-33.779065,22.496114,-18.937165
-28.284216,-50.820004,9.202456,-4.632776,-99.217265,-13.615352,47.336818,-141.400048,-153.356262,-51.907693,-5.225496,-139.054502,-12.872779
19.354937,13.855547,-72.98582,2.961927,-11.366362,14.361749,-39.40632,-58.436695,-85.387769,-1.288688,-14.689418,55.770172,-105.426485
-34.694196,3.279319,-68.61929,12.649553,-101.568547,-47.528496,-10.264572,19.549961,-118.375983,-17.737863,-61.917013,1.78772,-53.080705
4.303434,-37.515113,-72.820671,-0.847255,-29.72921,-37.478785,8.762457,-100.261695,-118.372159,-4.860304,-87.925471,46.368629,-70.05329
30.179725,-32.981044,-83.958549,-25.404983,-145.055792,38.283498,-50.511455,-37.126977,-41.469607,4.995339,-65.535234,19.726821,14.791949
6.872445,-0.08126,-60.815223,-29.929731,-70.002861,4.477904,-18.600175,-82.475076,-124.00037,-60.765511,-34.979562,9.418273,-6.647785
-53.658368,-120.278423,-108.711779,-4.651179,-100.845811,-31.88499,-52.597925,-93.906207,-136.993844,-11.396715,-27.053127,-89.117125,-27.456559
74.096453,10.227288,-29.013644,-97.011773,-76.445345,-22.300373,9.243564,-40.381918,30.840799,5.608135,16.889652,15.402116,-50.857527
-43.331178,19.702204,-33.02741,-28.373841,-104.36652,34.74343,-62.336697,-102.205004,-107.381744,-40.412988,-10.084844,49.916584,-92.1823
-4.982672,-44.221931,15.83136,-45.401635,-154.16934,-74.774018,49.91515,-77.395848,-81.830732,6.033077,-46.621969,20.286559,-78.080344
8.177624,-54.823493,-4.325422,-17.414018,-80.375939,14.1727,-45.971889,-97.359996,-17.215887,-41.873756,-85.226683,34.874402,8.515809
-31.82763,-47.249344,-94.031921,-66.591136,-126.493857,14.253721,-52.325465,-14.565377,-49.356846,-3.604359,6.678616,24.776891,-110.271732
-14.812025,-60.159407,-105.683888,-17.403502,-134.830416,3.680122,-41.741828,-178.878594,-38.48856,-19.280369,28.053342,-24.494632,-24.472644
-26.888217,-9.752634,-6.356922,-25.863385,-35.467361,-4.479577,-6.689849,-82.87325,-33.797946,48.865223,-15.036446,31.581938,-125.983114
-12.452617,-74.48196,-6.93578,11.986567,-104.853124,5.569895,27.379123,-28.339664,-102.879223,-8.620969,-65.517548,37.84565,-96.753892
-54.989359,11.558518,-22.718384,-14.506822,-46.011563,-37.658035,-108.53229,-23.124206,-140.717703,-28.689321,-67.665441,-16.320832,-29.09586
-27.614777,-67.107137,-31.981785,-36.355724,-105.421944,-25.738627,-24.446593,-16.497692,-77.530405,8.271312,3.060395,28.642955,-90.096069
-14.152624,-49.880017,-69.323384,-28.72302,6.983102,-62.140956,3.573528,-31.551346,-64.716181,-84.399743,-26.732867,37.752679,-19.121912
-45.711857,-14.721922,-23.170811,-63.666971,-66.860489,-33.291744,-34.382062,-6.947491,-48.387462,41.398146,-31.080994,64.049371,-81.537718
12.529097,-4.535981,-15.02354,-68.174511,-117.830107,-19.652492,-92.30419,48.384833,-65.881545,-28.647735,-4.017829,15.53978,-57.994067
-47.553591,-35.612434,24.245594,-91.143845,-63.954249,-62.738934,-28.201522,-50.904132,-82.900257,-21.976289,36.676462,12.402666,-63.068037
-29.577206,50.315236,-26.389424,-49.585808,-41.516451,2.897158,-81.66391,-87.917823,-39.019857,-24.786212,15.555554,7.241939,-131.028643
-54.262082,51.512865,1.557802,22.374941,-138.272733,-46.90614,-65.281894,9.420663,-60.065958,-20.750458,-111.309709,-56.67646,-115.167647
18.954612,-17.833702,-58.869524,5.154035,-94.667183,-62.892133,-59.410859,-44.023561,1.672283,-78.438844,-28.882672,9.758609,-63.615347
-24.588559,-8.872397,-41.034627,12.28699,-64.701602,71.381652,-24.381824,-63.139259,-34.315859,-7.94914,-74.709488,-30.041822,91.929916
93.022863,-54.665753,-20.522452,13.454505,-95.849755,31.398147,-93.536474,-68.472544,-114.192049,33.224585,-36.358592,14.483878,-82.969328
-48.253622,-86.925495,-23.793645,67.122194,-122.920329,-60.276995,-76.117676,-56.811973,-79.48423,3.481752,-27.55909,16.698452,-159.002876
-25.494608,-24.637554,-102.34697,-7.263688,-70.468672,-26.81102,-17.615973,66.137036,-17.450824,14.310364,-28.372646,10.898878,49.879539
-66.154961,-9.810711,-88.074846,-21.877104,-100.598924,47.242891,-4.671733,24.981953,-130.326939,-56.782098,-26.208501,23.766877,-65.354072
-7.926435,-14.561553,-61.224152,-43.670319,-39.983983,-56.338275,4.804856,5.815109,-149.651762,-58.223507,0.502856,-11.255466,-11.523863
44.338802,-56.262512,28.408496,17.449151,-99.567161,-10.011232,-100.38956,-78.189328,-47.461098,22.806814,-41.27291,-77.742637,-65.19203
35.452782,-69.825284,-28.435742,-53.092655,-67.72782,35.363635,-30.428046,-17.44939,-90.001664,5.290743,-43.371091,28.299273,-22.619199
13.66363,-73.952575,-34.746537,-14.226953,-73.137824,-1.520518,-103.128261,-58.435739,-74.163134,11.563776,-89.23782,-92.786014,-18.673309
-20.617574,-76.173841,-58.381486,-2.377572,-93.566349,23.306324,-8.792571,-33.801531,-6.585167,9.45245,-39.734467,27.375538,18.130062
12.345306,12.748738,-61.423,80.132637,-112.513552,-41.589585,-109.923987,-39.140552,-25.588057,-43.145236,-137.755059,-25.683179,-10.255251
-66.145162,-2.985827,-41.493507,25.157857,-55.419798,22.248032,-76.972579,-87.638671,-65.79431,-26.641808,52.455003,-11.611576,-54.275227
22.822588,45.696561,25.228362,30.88358,-130.158683,0.909634,-62.812068,26.565567,-106.280193,-38.445779,-31.792975,34.368439,-52.247551
-36.740036,-69.817158,-113.192312,-32.260459,-45.740537,93.867489,-88.20056,-1.765015,-28.687887,-69.463677,37.568171,-31.754018,-38.182162
-45.577539,-82.462409,-42.205727,-17.696516,-30.094641,-2.673454,-48.176186,-18.565998,-112.942079,-31.559233,-45.834225,12.149565,-62.265236
6.512272,-48.058837,-79.462242,30.313565,-121.038204,6.95968,-74.891606,-28.970624,-112.813497,-83.30106,21.847946,14.337371,-60.110412
-43.754686,-3.513778,-23.402402,-25.2623,45.823231,-0.056404,-63.506841,20.47752,-54.248459,-10.95098,3.629932,12.376376,-62.594817
-30.359692,20.396499,-71.179697,-37.003653,-108.050466,3.47745,-34.486983,66.588746,-103.020472,-68.388894,-20.07839,-21.538919,-20.504049
7.115508,18.280393,-12.456441,-76.296687,-50.605382,-34.034078,-12.013096,68.771533,-29.507896,-16.640375,-11.674911,77.21373,46.993375
4.937262,-100.494242,-50.71819,69.624763,-88.14559,3.689204,-72.891893,19.135057,-62.629233,-23.243228,-43.32831,8.740469,-150.032967
-49.433565,29.264594,-81.114688,-62.38617,-104.666943,14.695393,-38.993806,-69.316692,-28.303575,-40.890271,-68.498595,-46.464468,-32.539133
-43.562291,-36.033791,-55.918113,35.767784,-84.419102,-38.445779,-58.767232,13.433951,-16.945817,-68.094446,6.451088,69.411575,-113.778579
-41.405316,-60.32599,-42.763553,74.153574,-41.732029,-21.230609,-45.838527,47.243369,-84.693235,-0.373079,-109.984454,-23.042229,-107.673563
-4.101957,-65.976189,-16.632966,-31.629738,-14.018545,-42.614417,-51.531268,78.796627,-58.988785,-62.128289,-70.695722,8.842044,-106.691273
-7.820319,-33.469082,-25.512055,8.262469,-65.172432,-7.622666,17.031379,-25.039791,-146.347109,-77.046908,21.050164,-20.005256,-60.507152
-40.2237,-28.875502,-48.768667,-104.491039,52.021218,-20.039194,-31.734181,-54.929131,-69.492596,-71.387388,-80.788692,17.570563,-35.224537
21.211011,-8.03518,-66.201566,19.642454,33.66554,-3.072823,-82.552034,-108.25744,-34.954945,-40.176856,-58.341573,0.25573,-29.994978
-19.50001,-47.363108,0.392677,-49.070046,66.083739,-38.640803,-11.531511,74.496061,-122.757092,-2.030066,-30.427807,105.343552,-70.833386
20.372121,22.108456,-3.231758,-10.506918,-36.592812,-23.337155,-27.069857,-25.417889,-158.730177,21.331945,25.12129,-41.073106,-110.800161
-38.045215,-64.701124,-44.182974,35.254651,-10.983245,-31.350586,17.816255,-0.551373,-93.74775,-74.522829,2.238235,-22.467195,-38.592525
-34.997248,13.855069,-45.575866,-8.282784,-16.751271,-73.890196,-10.388135,-48.538271,-29.833653,-64.766849,-65.532366,42.187802,-43.13233
59.592738,-41.87519,-18.386031,-29.250493,-165.228826,-36.434594,-142.331192,-20.790371,-28.066965,-106.974488,-101.453827,67.97877,-79.451726
36.726652,-68.944569,-21.38572,13.331898,1.294185,-30.383353,16.832531,7.670944,-76.228811,-85.324673,-15.268276,32.203338,-120.80255
-4.711168,-9.967256,-41.174203,58.363322,-48.711068,44.129916,-64.731716,-77.336815,-43.16818,-63.874184,-11.944264,12.845533,-35.555791
-8.508878,32.764271,-35.093326,9.565736,-9.078654,-23.847659,-87.926188,-4.70352,-61.734178,-23.710473,67.584181,47.203217,-50.54372
-12.499939,-33.800575,-41.073345,-54.180583,-144.413599,-62.956185,-72.236316,6.411414,-170.147685,-23.608659,2.506871,23.507323,35.64685
0.46844,-36.243155,-20.194544,46.722827,-89.16373,38.615708,20.910588,-41.919644,-92.827839,-132.733191,-57.9575,-5.820845,9.725627
18.1401,-46.583968,-69.491401,-10.715804,-2.198322,20.032741,-16.391815,-115.038348,-38.921628,9.416839,-37.543076,-11.776247,-56.590659
-13.73055,-50.392194,-52.618718,-0.501183,-129.663714,-127.864522,-3.50135,-9.409191,-113.167456,-108.066718,-4.064434,4.036232,-43.760422
38.076524,-29.232807,-41.965532,9.23974,-45.114357,-37.269182,1.155326,-0.36567,-29.454121,-11.666785,-34.795054,33.348626,-29.711046
34.239857,-77.527537,-25.278074,-55.952529,50.343677,-58.139857,-36.431965,34.825407,-73.711663,24.30152,-30.41036,41.978916,-7.828206
35.427209,-74.407153,-58.066484,-29.125018,-66.466378,-3.612007,-89.934983,12.324752,-105.358848,-92.509252,26.296453,-11.232761,-32.71671
-57.70655,-15.388015,-6.120551,8.822924,-127.028261,-3.847661,-76.654709,32.194973,-101.818063,-39.935466,-54.47766,49.818594,-10.180683
12.478668,-5.904017,-27.512007,66.740272,-127.075583,35.231707,-0.378576,-51.36349,0.877369,-72.564941,-13.226021,54.687263,-30.210795
-25.96974,-43.147865,-41.800383,117.397995,17.751486,16.8973,-98.765077,49.733988,-58.45701,62.95977,32.219351,29.293752,30.25501
13.193517,-12.403622,2.006405,19.52152,-115.474762,-50.600602,10.41084,23.7088,-22.384501,14.906669,-48.625984,-13.770941,-70.001427
41.821893,-19.242607,-56.800023,-6.584928,-95.33471,16.117443,-22.349846,-82.580714,-150.760244,-46.631768,-14.765181,30.649599,-64.507534
-55.034291,-87.7608,-49.452446,-23.732939,13.886856,-13.218134,-25.767546,-55.35479,-112.538169,-51.974613,-61.755688,56.43985,-106.154718
